P-422B,Saguaro Medium Planter,247
P-502,"Low Zen Bowl, Large",435
P-503,"Low Zen Bowl, Medium",227
P-504,"Low Zen Bowl, Small",107
P-421A ,Carema Large Planter,410
P-421B,Carema Medium Planter,227
P-421C,Carema Small Planter,107
P-493,Lakeshore Tall Square Planter,322
P-621,Exeter Planter,47
P-641,Martini Urn,222
PD-196,Manhattan Pedestal,192
PPD-641,Martini Plntr w/Manhattan Ped                                          P-641 and PD-196,415
P-367,Cliveden Urn,222
P-622,Savoy Planter,322
PD-194,Savoy Pedestal,322
PPD-367,Cliveden Urn w/ Tall Square Ped                                             P-367 and PD-154,470
PPD-622,Savoy Planter with Pedestal                           P-622 and PD-194,645
P-441,South Seas Planter,85
P-442,"Heart Planter, Small",47
P-443,"Heart Planter, Large",92
P-174,"Faccia Planter, Small",85
P-175,"Faccia Planter, Medium",147
P-176,"Faccia Planter, Large",227
P-122,Dancing Angels Planter,107
P-263,Small Basket w/Handle Planter,85
P-315,Watering Can Planter,92
P-437,Sleeping Maiden Planter,147
P-499,Sylvan Planter,172
P-710,Diana Planter,97
PD-167,Medium Art Pedestal,135
PD-174,Textured Sm Low Sq Pedestal,102
P-668,"Martini Urn, Small",47
P-669,"Manhattan Urn, Small",47
P-670,"Rustic Martini Urn, Small",47
P-671,"Rustic Manhattan Urn, Small",47
PD-206,Tall Mini Pedestal,67
PD-207,Low Mini Pedestal,47
PD-208,Tall Rustic Mini Pedestal,67
PD-209,Low Rustic Mini Pedestal,47
PPD-668A,Martini Urn Small w/ Tall Mini Pedestal                                    P-668 and PD-206,115
PPD-669B,Manhattan Urn Sm w/Low Mini Pedestal                          P-669 and PD-207,95
PPD-670A,Rustic Martini Urn Small w/Tall Rustic Mini Pedestal                             P-670 and PD-208,115
PPD-671B,Rustic Manhattan Urn Small w/ Low Rustic Mini Pedestal                           P-671 and PD-209,95
P-018,Woven Window Box,107
P-027,Rectangle Shell Planter,107
P-066,Roman Planter,85
P-069,Square Fleur Planter,67
P-568,Litchfield Rustic Urn,172
P-584,Toulouse Urn,47
P-597,Moreland Urn,47
P-600,Linwood Urn,47
P-598,Marella Urn,47
P-601,Garth Planter,47
P-716,"Apple Basket Planter, Large",222
P-717,"Apple Basket Planter, Small",147
GRCP-010,Mayfair GFRC Urn,1247
GRCP-002,Umbria Round Planter,997
GRCP-006,"GFRC 35.5"" Classic Rolled Rim",810
GRCP-007,"GFRC 31.5"" Classic Rolled Rim",622
GRCP-001,LeNotre Square Planter  ,997
GRCP-005,"LeNotre Square Planter GFRC,24.5""",697
GRCP-009,"LeNotre Square Planter GFRC, 30.5""",847
GRCP-003,Davos Square Planter ,897
GRCP-004,Davos Round Planter ,897
GRCP-008,"LeNotre Window  Box GFRC, 46""",747
B-143,Juliet Birdbath,272
B-154,Sunflower Birdbath,222
B-156,Wyndmoor Birdbath,222
B-169,Spring Meadow Birdbath (1 pc),85
B-130,Reef Point Birdbath (1 pc),247
B-152,Chatham Birdbath,197
B-018,"Classic Birdbath, Large",227
B-135,Cottage Garden Birdbath,197
B-146,Isleboro Birdbath,197
B-050,Chestnut Hill Birdbath,247
B-090,Pine Meadow Birdbath,297
B-104,Savannah Birdbath,247
B-100,The Essential Birdbath,247
B-165,Metropolitan Birdbath (1 pc),422
B-072,Rose Birdbath,222
B-145,Butterflies Are Free Birdbath,197
B-170,Fandango Birdbath,210
B-171,Iris Birdbath,210
B-034,Hummingbird Birdbath,185
B-056,Dragonfly Birdbath,197
B-073,Flores Birdbath,197
B-107,Oslo Birdbath (1 pc),122
B-122,Lavender Birdbath (1 pc),122
B-129,Halifax Birdbath,172
B-012,Cherub Birdbath,152
B-013,Pineapple Birdbath,152
B-019,"Classic Birdbath, Small ",122
B-075,Siena Birdbath (1 pc),122
B-063,Whimsical Frog Birdbath (1 pc),197
B-092,Three Frog Birdbath,227
B-136,Rousseau Birdbath,227
B-047,Moose Birdbath/Feeder (1 pc),122
B-118,Galway Birdbath,172
B-127,Cat Nap Birdbath (1 pc),197
B-128,Indian Summer Birdbath,172
B-140,Songbird's Rest Birdbath (1 pc),47
SH-100,"Heart Shell, Small ",47
SH-101,"Heart Shell, Large ",92
B-115,My Heart is in the Garden Birdbath,197
B-147,Midsummer Birdbath (1 pc),85
B-157,Mara Birdbath (1pc),72
B-158,Flores Birdbath (1pc),72
B-068,Kyoto Birdbath (1 pc),97
B-110,Yin Yang Pedestal Birdbath (1 pc),107
B-132,Kosei Birdbath (1 pc),72
B-054,Pisa Birdbath (1 pc),72
B-141,Beauvoir Birdbath (1 pc),47
B-026,Mano Birdbath (1 pc),85
B-033,Mariposa Birdbath (1 pc),107
B-149,"Dragonfly Birdbath, Small (1 pc)",85
B-153,Avery Birdbath (1 pc),85
B-162,Falling Leaves Birdbath (1 pc),122
B-166,Low Cirrus Birdbath (1 pc),147
B-159,Equinox Birdbath (1pc),185
B-161,Cirrus Birdbath (1pc),185
B-108,Hadley Birdbath (1 pc),172
B-160,Hydrangea Leaf Birdbath (1 pc),185
B-167,Giverny Birdbath (1 pc),85
B-172,Two Lizards Birdbath,147
W-103,Equinox Water Bowl,107
W-104,Hydrangea Leaves Water Bowl,172
W-105,Cirrus Water bowl,107
A-060,Vintage Dog with Basket,172
A-478,Antique Greyhound,335
A-240,Greyhound,385
A-298,Whippet,197
A-425,Duke,517
A-456,Antique Bulldog,385
A-338,Fritz,172
A-387,Scout,227
A-226,Fluffy Dog,172
A-268,Angus Scotty Dog,172
A-317,Petey,172
A-244,Lab Pup,107
A-254,Reclining Dog,147
A-255,"Curled Dog, Small ",35
A-256,"Curled Cat, Small ",35
A-390,Proud Pup with Stick,122
A-450,Ollie,85
A-457,Chiquito,60
A-469,Basket Cases,147
A-374,Mugsy,160
A-380,Westie,172
A-519,Shepherd Pup,172
A-527,Playtime,107
A-535,Golden Retriever Puppy,122
A-541,Fur-Ever Friends,85
A-537,Yoga Cat,122
A-544,Yoga Dog,122
A-480,Cutie Kitty,35
A-487,Chip,35
A-490,Angel Kitty,135
A-491,Angel Puppy,135
A-437,Sprouts,43
A-484,Patience,60
A-485,Dreaming Kitty,67
A-363,Tanner,107
A-371,Shadow's Perch,197
A-320,Sebastian,147
A-438,Cheswick,107
A-492,Samantha,147
A-330,Playful Kitten,47
A-331,Mousie,11
A-351,Kitty,25
A-399,Cleo,25
A-228,Garden Cat,147
A-245,Queenie Cat,172
A-261,Cat Chasing Ball,107
A-532,Cat and Mouse Game,210
A-521,Cat on Pumpkin,107
A-522,Birds on Pumpkin,107
A-357,Small Raven,23
A-361,Owl on Pumpkin,107
A-360,Raven,107
PD-171,Short Square Textured Pedestal,80
S-265,Folk Art Rooster,172
A-494,Tex,97
A-495,Henrietta,135
A-500,Antique Rooster,122
A-502,Ole Crusty,107
A-501,Thai Bunny,97
P-714,"Turtle Planter, Small",47
P-715,Chicken Planter,47
P-063,Hen Planter,33
P-068,Bunny Planter,47
P-647,Turtle Planter,107
A-405,Classic Lion,227
A-483,Charlotte's Choice,227
A-328,Champion,385
A-523,Spirit,160
PD-150A,Medallion Column,297
A-458,Traffic Jam,97
A-463,Hedgerow,35
A-481,Tree Frogs,47
A-288,Curly,172
A-319,Perky Pig,107
